geo,year,unit,leg_stat,citizen,value
Portugal,2016,P_HTHAB,PER_CNV,NAT,489.77
Portugal,2016,P_HTHAB,PER_PRSC,NAT,739.35
Portugal,2016,P_HTHAB,PER_SUSP,NAT,
Portugal,2017,NR,PER_CNV,NAT,46011.0
Portugal,2017,NR,PER_PRSC,NAT,69001.0
Portugal,2017,NR,PER_SUSP,NAT,
Portugal,2017,P_HTHAB,PER_CNV,NAT,446.29
Portugal,2017,P_HTHAB,PER_PRSC,NAT,669.29
Portugal,2017,P_HTHAB,PER_SUSP,NAT,
Portugal,2018,NR,PER_CNV,NAT,41273.0
Portugal,2018,NR,PER_PRSC,NAT,61639.0
Portugal,2018,NR,PER_SUSP,NAT,
Portugal,2018,P_HTHAB,PER_CNV,NAT,401.06
Portugal,2018,P_HTHAB,PER_PRSC,NAT,598.96
Portugal,2018,P_HTHAB,PER_SUSP,NAT,
Portugal,2019,NR,PER_CNV,NAT,39772.0
Portugal,2019,NR,PER_PRSC,NAT,59480.0
Portugal,2019,NR,PER_SUSP,NAT,
Portugal,2019,P_HTHAB,PER_CNV,NAT,387.01
Portugal,2019,P_HTHAB,PER_PRSC,NAT,578.79
Portugal,2019,P_HTHAB,PER_SUSP,NAT,
Portugal,2020,NR,PER_CNV,NAT,30710.0
Portugal,2020,NR,PER_PRSC,NAT,44963.0
Portugal,2020,NR,PER_SUSP,NAT,
Portugal,2020,P_HTHAB,PER_CNV,NAT,295.99
Portugal,2020,P_HTHAB,PER_PRSC,NAT,433.36
Portugal,2020,P_HTHAB,PER_SUSP,NAT,
Portugal,2021,NR,PER_CNV,NAT,36582.0
Portugal,2021,NR,PER_PRSC,NAT,54929.0
Portugal,2021,NR,PER_SUSP,NAT,
Portugal,2021,P_HTHAB,PER_CNV,NAT,351.94
Portugal,2021,P_HTHAB,PER_PRSC,NAT,528.45
Portugal,2021,P_HTHAB,PER_SUSP,NAT,
Portugal,2022,NR,PER_CNV,NAT,38894.0
Portugal,2022,NR,PER_PRSC,NAT,58042.0
Portugal,2022,NR,PER_SUSP,NAT,
Portugal,2022,P_HTHAB,PER_CNV,NAT,373.22
Portugal,2022,P_HTHAB,PER_PRSC,NAT,556.97
Portugal,2022,P_HTHAB,PER_SUSP,NAT,
Portugal,2023,NR,PER_CNV,NAT,35343.0
Portugal,2023,NR,PER_PRSC,NAT,52476.0
Portugal,2023,NR,PER_SUSP,NAT,
Portugal,2023,P_HTHAB,PER_CNV,NAT,336.07
Portugal,2023,P_HTHAB,PER_PRSC,NAT,498.98
Portugal,2023,P_HTHAB,PER_SUSP,NAT,
Romania,2008,NR,PER_CNV,NAT,36058.0
Romania,2008,NR,PER_PRSC,NAT,43975.0
Romania,2008,NR,PER_SUSP,NAT,229419.0
Romania,2008,P_HTHAB,PER_CNV,NAT,174.74
Romania,2008,P_HTHAB,PER_PRSC,NAT,213.1
Romania,2008,P_HTHAB,PER_SUSP,NAT,1111.77
Romania,2009,NR,PER_CNV,NAT,33672.0
Romania,2009,NR,PER_PRSC,NAT,48908.0
Romania,2009,NR,PER_SUSP,NAT,234751.0
Romania,2009,P_HTHAB,PER_CNV,NAT,164.73
Romania,2009,P_HTHAB,PER_PRSC,NAT,239.27
Romania,2009,P_HTHAB,PER_SUSP,NAT,1148.47
Romania,2010,NR,PER_CNV,NAT,
Romania,2010,NR,PER_PRSC,NAT,56093.0
Romania,2010,NR,PER_SUSP,NAT,242328.0
Romania,2010,P_HTHAB,PER_CNV,NAT,
Romania,2010,P_HTHAB,PER_PRSC,NAT,261.36
Romania,2010,P_HTHAB,PER_SUSP,NAT,1129.09
Romania,2011,NR,PER_CNV,NAT,
Romania,2011,NR,PER_PRSC,NAT,60170.0
Romania,2011,NR,PER_SUSP,NAT,212204.0
Romania,2011,P_HTHAB,PER_CNV,NAT,
Romania,2011,P_HTHAB,PER_PRSC,NAT,280.99
Romania,2011,P_HTHAB,PER_SUSP,NAT,990.97
Romania,2012,NR,PER_CNV,NAT,
Romania,2012,NR,PER_PRSC,NAT,59029.0
Romania,2012,NR,PER_SUSP,NAT,237819.0
Romania,2012,P_HTHAB,PER_CNV,NAT,
Romania,2012,P_HTHAB,PER_PRSC,NAT,293.74
Romania,2012,P_HTHAB,PER_SUSP,NAT,1183.41
Romania,2013,NR,PER_CNV,NAT,
Romania,2013,NR,PER_PRSC,NAT,65130.0
Romania,2013,NR,PER_SUSP,NAT,239110.0
Romania,2013,P_HTHAB,PER_CNV,NAT,
Romania,2013,P_HTHAB,PER_PRSC,NAT,325.32
Romania,2013,P_HTHAB,PER_SUSP,NAT,1194.35
Romania,2014,NR,PER_CNV,NAT,
Romania,2014,NR,PER_PRSC,NAT,49351.0
Romania,2014,NR,PER_SUSP,NAT,208583.0
Romania,2014,P_HTHAB,PER_CNV,NAT,
Romania,2014,P_HTHAB,PER_PRSC,NAT,247.41
Romania,2014,P_HTHAB,PER_SUSP,NAT,1045.67
Romania,2015,NR,PER_CNV,NAT,
Romania,2015,NR,PER_PRSC,NAT,57687.0
Romania,2015,NR,PER_SUSP,NAT,183901.0
Romania,2015,P_HTHAB,PER_CNV,NAT,
Romania,2015,P_HTHAB,PER_PRSC,NAT,290.31
Romania,2015,P_HTHAB,PER_SUSP,NAT,925.49
Romania,2016,NR,PER_CNV,NAT,32404.0
Romania,2016,NR,PER_PRSC,NAT,62828.0
Romania,2016,NR,PER_SUSP,NAT,193179.0
Romania,2016,P_HTHAB,PER_CNV,NAT,163.98
Romania,2016,P_HTHAB,PER_PRSC,NAT,317.95
Romania,2016,P_HTHAB,PER_SUSP,NAT,977.61
Romania,2017,NR,PER_CNV,NAT,34973.0
Romania,2017,NR,PER_PRSC,NAT,59079.0
Romania,2017,NR,PER_SUSP,NAT,189010.0
Romania,2017,P_HTHAB,PER_CNV,NAT,178.03
Romania,2017,P_HTHAB,PER_PRSC,NAT,300.75
Romania,2017,P_HTHAB,PER_SUSP,NAT,962.18
Romania,2018,NR,PER_CNV,NAT,31808.0
Romania,2018,NR,PER_PRSC,NAT,58064.0
Romania,2018,NR,PER_SUSP,NAT,195300.0
Romania,2018,P_HTHAB,PER_CNV,NAT,162.84
Romania,2018,P_HTHAB,PER_PRSC,NAT,297.25
Romania,2018,P_HTHAB,PER_SUSP,NAT,999.82
Romania,2019,NR,PER_CNV,NAT,33291.0
Romania,2019,NR,PER_PRSC,NAT,61458.0
Romania,2019,NR,PER_SUSP,NAT,198594.0
Romania,2019,P_HTHAB,PER_CNV,NAT,171.48
Romania,2019,P_HTHAB,PER_PRSC,NAT,316.56
Romania,2019,P_HTHAB,PER_SUSP,NAT,1022.92
Romania,2020,NR,PER_CNV,NAT,31199.0
Romania,2020,NR,PER_PRSC,NAT,59256.0
Romania,2020,NR,PER_SUSP,NAT,170175.0
Romania,2020,P_HTHAB,PER_CNV,NAT,161.41
Romania,2020,P_HTHAB,PER_PRSC,NAT,306.57
Romania,2020,P_HTHAB,PER_SUSP,NAT,880.42
Romania,2021,NR,PER_CNV,NAT,35016.0
Romania,2021,NR,PER_PRSC,NAT,62359.0
Romania,2021,NR,PER_SUSP,NAT,194630.0
Romania,2021,P_HTHAB,PER_CNV,NAT,182.36
Romania,2021,P_HTHAB,PER_PRSC,NAT,324.76
Romania,2021,P_HTHAB,PER_SUSP,NAT,1013.61
Romania,2022,NR,PER_CNV,NAT,32630.0
Romania,2022,NR,PER_PRSC,NAT,61688.0
Romania,2022,NR,PER_SUSP,NAT,203950.0
Romania,2022,P_HTHAB,PER_CNV,NAT,171.35
Romania,2022,P_HTHAB,PER_PRSC,NAT,323.95
Romania,2022,P_HTHAB,PER_SUSP,NAT,1071.03
Romania,2023,NR,PER_CNV,NAT,31175.0
Romania,2023,NR,PER_PRSC,NAT,58940.0
Romania,2023,NR,PER_SUSP,NAT,207394.0
Romania,2023,P_HTHAB,PER_CNV,NAT,163.61
Romania,2023,P_HTHAB,PER_PRSC,NAT,309.32
Romania,2023,P_HTHAB,PER_SUSP,NAT,1088.42
Serbia,2008,NR,PER_CNV,NAT,
Serbia,2008,NR,PER_PRSC,NAT,
Serbia,2008,NR,PER_SUSP,NAT,55299.0
Serbia,2008,P_HTHAB,PER_CNV,NAT,
Serbia,2008,P_HTHAB,PER_PRSC,NAT,
Serbia,2008,P_HTHAB,PER_SUSP,NAT,750.78
Serbia,2009,NR,PER_CNV,NAT,
Serbia,2009,NR,PER_PRSC,NAT,
Serbia,2009,NR,PER_SUSP,NAT,53964.0
Serbia,2009,P_HTHAB,PER_CNV,NAT,
Serbia,2009,P_HTHAB,PER_PRSC,NAT,
Serbia,2009,P_HTHAB,PER_SUSP,NAT,735.71
Serbia,2010,NR,PER_CNV,NAT,
Serbia,2010,NR,PER_PRSC,NAT,
Serbia,2010,NR,PER_SUSP,NAT,53356.0
Serbia,2010,P_HTHAB,PER_CNV,NAT,
Serbia,2010,P_HTHAB,PER_PRSC,NAT,
Serbia,2010,P_HTHAB,PER_SUSP,NAT,730.24
Serbia,2011,NR,PER_CNV,NAT,
Serbia,2011,NR,PER_PRSC,NAT,
Serbia,2011,NR,PER_SUSP,NAT,50601.0
Serbia,2011,P_HTHAB,PER_CNV,NAT,
Serbia,2011,P_HTHAB,PER_PRSC,NAT,
Serbia,2011,P_HTHAB,PER_SUSP,NAT,697.8
Serbia,2012,NR,PER_CNV,NAT,32861.0
Serbia,2012,NR,PER_PRSC,NAT,
Serbia,2012,NR,PER_SUSP,NAT,48735.0
Serbia,2012,P_HTHAB,PER_CNV,NAT,455.35
Serbia,2012,P_HTHAB,PER_PRSC,NAT,
Serbia,2012,P_HTHAB,PER_SUSP,NAT,675.31
Serbia,2013,NR,PER_CNV,NAT,34147.0
Serbia,2013,NR,PER_PRSC,NAT,
Serbia,2013,NR,PER_SUSP,NAT,46508.0
Serbia,2013,P_HTHAB,PER_CNV,NAT,475.49
Serbia,2013,P_HTHAB,PER_PRSC,NAT,
Serbia,2013,P_HTHAB,PER_SUSP,NAT,647.61
Serbia,2014,NR,PER_CNV,NAT,36736.0
Serbia,2014,NR,PER_PRSC,NAT,
Serbia,2014,NR,PER_SUSP,NAT,47142.0
Serbia,2014,P_HTHAB,PER_CNV,NAT,514.02
Serbia,2014,P_HTHAB,PER_PRSC,NAT,
Serbia,2014,P_HTHAB,PER_SUSP,NAT,659.63
Serbia,2015,NR,PER_CNV,NAT,34257.0
Serbia,2015,NR,PER_PRSC,NAT,
Serbia,2015,NR,PER_SUSP,NAT,47941.0
Serbia,2015,P_HTHAB,PER_CNV,NAT,481.52
Serbia,2015,P_HTHAB,PER_PRSC,NAT,
Serbia,2015,P_HTHAB,PER_SUSP,NAT,673.86
Serbia,2016,NR,PER_CNV,NAT,33724.0
Serbia,2016,NR,PER_PRSC,NAT,
Serbia,2016,NR,PER_SUSP,NAT,47636.0
Serbia,2016,P_HTHAB,PER_CNV,NAT,476.57
Serbia,2016,P_HTHAB,PER_PRSC,NAT,
Serbia,2016,P_HTHAB,PER_SUSP,NAT,673.17
Serbia,2017,NR,PER_CNV,NAT,32296.0
Serbia,2017,NR,PER_PRSC,NAT,
Serbia,2017,NR,PER_SUSP,NAT,48691.0
Serbia,2017,P_HTHAB,PER_CNV,NAT,458.73
Serbia,2017,P_HTHAB,PER_PRSC,NAT,
Serbia,2017,P_HTHAB,PER_SUSP,NAT,691.61
Serbia,2018,NR,PER_CNV,NAT,30165.0
Serbia,2018,NR,PER_PRSC,NAT,
Serbia,2018,NR,PER_SUSP,NAT,48309.0
Serbia,2018,P_HTHAB,PER_CNV,NAT,430.84
Serbia,2018,P_HTHAB,PER_PRSC,NAT,
Serbia,2018,P_HTHAB,PER_SUSP,NAT,689.99
Serbia,2019,NR,PER_CNV,NAT,28957.0
Serbia,2019,NR,PER_PRSC,NAT,
Serbia,2019,NR,PER_SUSP,NAT,48627.0
Serbia,2019,P_HTHAB,PER_CNV,NAT,415.82
Serbia,2019,P_HTHAB,PER_PRSC,NAT,
Serbia,2019,P_HTHAB,PER_SUSP,NAT,698.29
Serbia,2020,NR,PER_CNV,NAT,25600.0
Serbia,2020,NR,PER_PRSC,NAT,
Serbia,2020,NR,PER_SUSP,NAT,45002.0
Serbia,2020,P_HTHAB,PER_CNV,NAT,369.58
Serbia,2020,P_HTHAB,PER_PRSC,NAT,
Serbia,2020,P_HTHAB,PER_SUSP,NAT,649.69
Serbia,2021,NR,PER_CNV,NAT,27568.0
Serbia,2021,NR,PER_PRSC,NAT,
Serbia,2021,NR,PER_SUSP,NAT,44073.0
Serbia,2021,P_HTHAB,PER_CNV,NAT,401.19
Serbia,2021,P_HTHAB,PER_PRSC,NAT,
Serbia,2021,P_HTHAB,PER_SUSP,NAT,641.38
Serbia,2022,NR,PER_CNV,NAT,25777.0
Serbia,2022,NR,PER_PRSC,NAT,
Serbia,2022,NR,PER_SUSP,NAT,43010.0
Serbia,2022,P_HTHAB,PER_CNV,NAT,379.23
Serbia,2022,P_HTHAB,PER_PRSC,NAT,
Serbia,2022,P_HTHAB,PER_SUSP,NAT,632.77
Serbia,2023,NR,PER_CNV,NAT,26961.0
Serbia,2023,NR,PER_PRSC,NAT,
Serbia,2023,NR,PER_SUSP,NAT,42506.0
Serbia,2023,P_HTHAB,PER_CNV,NAT,405.97
Serbia,2023,P_HTHAB,PER_PRSC,NAT,
Serbia,2023,P_HTHAB,PER_SUSP,NAT,640.04
Slovakia,2008,NR,PER_CNV,NAT,28084.0
Slovakia,2008,NR,PER_PRSC,NAT,
Slovakia,2008,NR,PER_SUSP,NAT,
Slovakia,2008,P_HTHAB,PER_CNV,NAT,522.39
Slovakia,2008,P_HTHAB,PER_PRSC,NAT,
Slovakia,2008,P_HTHAB,PER_SUSP,NAT,
Slovakia,2009,NR,PER_CNV,NAT,30406.0
Slovakia,2009,NR,PER_PRSC,NAT,
Slovakia,2009,NR,PER_SUSP,NAT,
Slovakia,2009,P_HTHAB,PER_CNV,NAT,564.92
Slovakia,2009,P_HTHAB,PER_PRSC,NAT,
Slovakia,2009,P_HTHAB,PER_SUSP,NAT,
Slovakia,2010,NR,PER_CNV,NAT,30599.0
Slovakia,2010,NR,PER_PRSC,NAT,52498.0
Slovakia,2010,NR,PER_SUSP,NAT,
Slovakia,2010,P_HTHAB,PER_CNV,NAT,567.66
Slovakia,2010,P_HTHAB,PER_PRSC,NAT,973.91
Slovakia,2010,P_HTHAB,PER_SUSP,NAT,
Slovakia,2011,NR,PER_CNV,NAT,29536.0
Slovakia,2011,NR,PER_PRSC,NAT,50899.0
Slovakia,2011,NR,PER_SUSP,NAT,
Slovakia,2011,P_HTHAB,PER_CNV,NAT,547.73
Slovakia,2011,P_HTHAB,PER_PRSC,NAT,943.89
Slovakia,2011,P_HTHAB,PER_SUSP,NAT,
Slovakia,2012,NR,PER_CNV,NAT,34405.0
Slovakia,2012,NR,PER_PRSC,NAT,52865.0
Slovakia,2012,NR,PER_SUSP,NAT,
Slovakia,2012,P_HTHAB,PER_CNV,NAT,636.62
Slovakia,2012,P_HTHAB,PER_PRSC,NAT,978.2
Slovakia,2012,P_HTHAB,PER_SUSP,NAT,
Slovakia,2013,NR,PER_CNV,NAT,35371.0
Slovakia,2013,NR,PER_PRSC,NAT,52641.0
Slovakia,2013,NR,PER_SUSP,NAT,
Slovakia,2013,P_HTHAB,PER_CNV,NAT,653.71
Slovakia,2013,P_HTHAB,PER_PRSC,NAT,972.88
Slovakia,2013,P_HTHAB,PER_SUSP,NAT,
Slovakia,2014,NR,PER_CNV,NAT,32914.0
Slovakia,2014,NR,PER_PRSC,NAT,3201.0
Slovakia,2014,NR,PER_SUSP,NAT,49885.0
Slovakia,2014,P_HTHAB,PER_CNV,NAT,607.72
Slovakia,2014,P_HTHAB,PER_PRSC,NAT,59.1
Slovakia,2014,P_HTHAB,PER_SUSP,NAT,921.08
Slovakia,2015,NR,PER_CNV,NAT,28921.0
Slovakia,2015,NR,PER_PRSC,NAT,1726.0
Slovakia,2015,NR,PER_SUSP,NAT,44245.0
Slovakia,2015,P_HTHAB,PER_CNV,NAT,533.47
Slovakia,2015,P_HTHAB,PER_PRSC,NAT,31.84
Slovakia,2015,P_HTHAB,PER_SUSP,NAT,816.13
Slovakia,2016,NR,PER_CNV,NAT,26384.0
Slovakia,2016,NR,PER_PRSC,NAT,2085.0
Slovakia,2016,NR,PER_SUSP,NAT,42149.0
Slovakia,2016,P_HTHAB,PER_CNV,NAT,486.23
Slovakia,2016,P_HTHAB,PER_PRSC,NAT,38.42
Slovakia,2016,P_HTHAB,PER_SUSP,NAT,776.76
Slovakia,2017,NR,PER_CNV,NAT,25447.0
Slovakia,2017,NR,PER_PRSC,NAT,38370.0
Slovakia,2017,NR,PER_SUSP,NAT,41188.0
Slovakia,2017,P_HTHAB,PER_CNV,NAT,468.18
Slovakia,2017,P_HTHAB,PER_PRSC,NAT,705.94
Slovakia,2017,P_HTHAB,PER_SUSP,NAT,757.78
Slovakia,2018,NR,PER_CNV,NAT,28347.0
Slovakia,2018,NR,PER_PRSC,NAT,34379.0
Slovakia,2018,NR,PER_SUSP,NAT,39884.0
Slovakia,2018,P_HTHAB,PER_CNV,NAT,520.79
Slovakia,2018,P_HTHAB,PER_PRSC,NAT,631.6
Slovakia,2018,P_HTHAB,PER_SUSP,NAT,732.74
Slovakia,2019,NR,PER_CNV,NAT,27480.0
Slovakia,2019,NR,PER_PRSC,NAT,32835.0
Slovakia,2019,NR,PER_SUSP,NAT,38814.0
Slovakia,2019,P_HTHAB,PER_CNV,NAT,504.18
Slovakia,2019,P_HTHAB,PER_PRSC,NAT,602.43
Slovakia,2019,P_HTHAB,PER_SUSP,NAT,712.13
Slovakia,2020,NR,PER_CNV,NAT,24592.0
Slovakia,2020,NR,PER_PRSC,NAT,30722.0
Slovakia,2020,NR,PER_SUSP,NAT,35216.0
Slovakia,2020,P_HTHAB,PER_CNV,NAT,450.58
Slovakia,2020,P_HTHAB,PER_PRSC,NAT,562.89
Slovakia,2020,P_HTHAB,PER_SUSP,NAT,645.23
Slovakia,2021,NR,PER_CNV,NAT,22825.0
Slovakia,2021,NR,PER_PRSC,NAT,28287.0
Slovakia,2021,NR,PER_SUSP,NAT,32945.0
Slovakia,2021,P_HTHAB,PER_CNV,NAT,418.06
Slovakia,2021,P_HTHAB,PER_PRSC,NAT,518.1
Slovakia,2021,P_HTHAB,PER_SUSP,NAT,603.41
Slovakia,2022,NR,PER_CNV,NAT,24273.0
Slovakia,2022,NR,PER_PRSC,NAT,28622.0
Slovakia,2022,NR,PER_SUSP,NAT,33324.0
Slovakia,2022,P_HTHAB,PER_CNV,NAT,446.63
Slovakia,2022,P_HTHAB,PER_PRSC,NAT,526.65
Slovakia,2022,P_HTHAB,PER_SUSP,NAT,613.17
Slovakia,2023,NR,PER_CNV,NAT,22764.0
Slovakia,2023,NR,PER_PRSC,NAT,27559.0
Slovakia,2023,NR,PER_SUSP,NAT,32525.0
Slovakia,2023,P_HTHAB,PER_CNV,NAT,419.32
Slovakia,2023,P_HTHAB,PER_PRSC,NAT,507.65
Slovakia,2023,P_HTHAB,PER_SUSP,NAT,599.12
Slovenia,2008,NR,PER_CNV,NAT,
Slovenia,2008,NR,PER_PRSC,NAT,
Slovenia,2008,NR,PER_SUSP,NAT,15114.0
Slovenia,2008,P_HTHAB,PER_CNV,NAT,
Slovenia,2008,P_HTHAB,PER_PRSC,NAT,
Slovenia,2008,P_HTHAB,PER_SUSP,NAT,751.84
Slovenia,2009,NR,PER_CNV,NAT,
Slovenia,2009,NR,PER_PRSC,NAT,
Slovenia,2009,NR,PER_SUSP,NAT,16871.0
Slovenia,2009,P_HTHAB,PER_CNV,NAT,
Slovenia,2009,P_HTHAB,PER_PRSC,NAT,
Slovenia,2009,P_HTHAB,PER_SUSP,NAT,830.12
Slovenia,2010,NR,PER_CNV,NAT,
Slovenia,2010,NR,PER_PRSC,NAT,
Slovenia,2010,NR,PER_SUSP,NAT,17438.0
Slovenia,2010,P_HTHAB,PER_CNV,NAT,
Slovenia,2010,P_HTHAB,PER_PRSC,NAT,
Slovenia,2010,P_HTHAB,PER_SUSP,NAT,851.89
Slovenia,2011,NR,PER_CNV,NAT,
Slovenia,2011,NR,PER_PRSC,NAT,
Slovenia,2011,NR,PER_SUSP,NAT,16563.0
Slovenia,2011,P_HTHAB,PER_CNV,NAT,
Slovenia,2011,P_HTHAB,PER_PRSC,NAT,
Slovenia,2011,P_HTHAB,PER_SUSP,NAT,807.88
Slovenia,2012,NR,PER_CNV,NAT,
Slovenia,2012,NR,PER_PRSC,NAT,
Slovenia,2012,NR,PER_SUSP,NAT,15831.0
Slovenia,2012,P_HTHAB,PER_CNV,NAT,
Slovenia,2012,P_HTHAB,PER_PRSC,NAT,
Slovenia,2012,P_HTHAB,PER_SUSP,NAT,770.18
Slovenia,2013,NR,PER_CNV,NAT,
Slovenia,2013,NR,PER_PRSC,NAT,
Slovenia,2013,NR,PER_SUSP,NAT,15440.0
Slovenia,2013,P_HTHAB,PER_CNV,NAT,
Slovenia,2013,P_HTHAB,PER_PRSC,NAT,
Slovenia,2013,P_HTHAB,PER_SUSP,NAT,749.94
Slovenia,2014,NR,PER_CNV,NAT,
Slovenia,2014,NR,PER_PRSC,NAT,11899.0
Slovenia,2014,NR,PER_SUSP,NAT,15392.0
Slovenia,2014,P_HTHAB,PER_CNV,NAT,
Slovenia,2014,P_HTHAB,PER_PRSC,NAT,577.32
Slovenia,2014,P_HTHAB,PER_SUSP,NAT,746.79
Slovenia,2015,NR,PER_CNV,NAT,7009.0
Slovenia,2015,NR,PER_PRSC,NAT,11660.0
Slovenia,2015,NR,PER_SUSP,NAT,13572.0
Slovenia,2015,P_HTHAB,PER_CNV,NAT,339.77
Slovenia,2015,P_HTHAB,PER_PRSC,NAT,565.23
Slovenia,2015,P_HTHAB,PER_SUSP,NAT,657.92
Slovenia,2016,NR,PER_CNV,NAT,5980.0
Slovenia,2016,NR,PER_PRSC,NAT,10976.0
Slovenia,2016,NR,PER_SUSP,NAT,13282.0
Slovenia,2016,P_HTHAB,PER_CNV,NAT,289.7
Slovenia,2016,P_HTHAB,PER_PRSC,NAT,531.73
Slovenia,2016,P_HTHAB,PER_SUSP,NAT,643.45
Slovenia,2017,NR,PER_CNV,NAT,5091.0
Slovenia,2017,NR,PER_PRSC,NAT,10703.0
Slovenia,2017,NR,PER_SUSP,NAT,12877.0
Slovenia,2017,P_HTHAB,PER_CNV,NAT,246.43
Slovenia,2017,P_HTHAB,PER_PRSC,NAT,518.08
Slovenia,2017,P_HTHAB,PER_SUSP,NAT,623.31
Slovenia,2018,NR,PER_CNV,NAT,5349.0
Slovenia,2018,NR,PER_PRSC,NAT,8527.0
Slovenia,2018,NR,PER_SUSP,NAT,12839.0
Slovenia,2018,P_HTHAB,PER_CNV,NAT,258.8
Slovenia,2018,P_HTHAB,PER_PRSC,NAT,412.55
Slovenia,2018,P_HTHAB,PER_SUSP,NAT,621.18
Slovenia,2019,NR,PER_CNV,NAT,4982.0
Slovenia,2019,NR,PER_PRSC,NAT,8303.0
Slovenia,2019,NR,PER_SUSP,NAT,12882.0
Slovenia,2019,P_HTHAB,PER_CNV,NAT,239.41
Slovenia,2019,P_HTHAB,PER_PRSC,NAT,399.01
Slovenia,2019,P_HTHAB,PER_SUSP,NAT,619.06
Slovenia,2020,NR,PER_CNV,NAT,4062.0
Slovenia,2020,NR,PER_PRSC,NAT,8518.0
Slovenia,2020,NR,PER_SUSP,NAT,12706.0
Slovenia,2020,P_HTHAB,PER_CNV,NAT,193.81
Slovenia,2020,P_HTHAB,PER_PRSC,NAT,406.42
Slovenia,2020,P_HTHAB,PER_SUSP,NAT,606.24
Slovenia,2021,NR,PER_CNV,NAT,5098.0
Slovenia,2021,NR,PER_PRSC,NAT,7263.0
Slovenia,2021,NR,PER_SUSP,NAT,11273.0
Slovenia,2021,P_HTHAB,PER_CNV,NAT,241.73
Slovenia,2021,P_HTHAB,PER_PRSC,NAT,344.38
Slovenia,2021,P_HTHAB,PER_SUSP,NAT,534.52
Slovenia,2022,NR,PER_CNV,NAT,4334.0
Slovenia,2022,NR,PER_PRSC,NAT,6781.0
Slovenia,2022,NR,PER_SUSP,NAT,12364.0
Slovenia,2022,P_HTHAB,PER_CNV,NAT,205.68
Slovenia,2022,P_HTHAB,PER_PRSC,NAT,321.8
Slovenia,2022,P_HTHAB,PER_SUSP,NAT,586.76
Slovenia,2023,NR,PER_CNV,NAT,4427.0
Slovenia,2023,NR,PER_PRSC,NAT,7146.0
Slovenia,2023,NR,PER_SUSP,NAT,12368.0
Slovenia,2023,P_HTHAB,PER_CNV,NAT,209.12
Slovenia,2023,P_HTHAB,PER_PRSC,NAT,337.56
Slovenia,2023,P_HTHAB,PER_SUSP,NAT,584.23
Spain,2008,NR,PER_CNV,NAT,
Spain,2008,NR,PER_PRSC,NAT,
Spain,2008,NR,PER_SUSP,NAT,195269.0
Spain,2008,P_HTHAB,PER_CNV,NAT,
Spain,2008,P_HTHAB,PER_PRSC,NAT,
Spain,2008,P_HTHAB,PER_SUSP,NAT,427.58
Spain,2009,NR,PER_CNV,NAT,
Spain,2009,NR,PER_PRSC,NAT,
Spain,2009,NR,PER_SUSP,NAT,211517.0
Spain,2009,P_HTHAB,PER_CNV,NAT,
Spain,2009,P_HTHAB,PER_PRSC,NAT,
Spain,2009,P_HTHAB,PER_SUSP,NAT,457.44
Spain,2010,NR,PER_CNV,NAT,
Spain,2010,NR,PER_PRSC,NAT,
Spain,2010,NR,PER_SUSP,NAT,206607.0
Spain,2010,P_HTHAB,PER_CNV,NAT,
Spain,2010,P_HTHAB,PER_PRSC,NAT,
Spain,2010,P_HTHAB,PER_SUSP,NAT,444.44
Spain,2011,NR,PER_CNV,NAT,
Spain,2011,NR,PER_PRSC,NAT,
Spain,2011,NR,PER_SUSP,NAT,247690.0
Spain,2011,P_HTHAB,PER_CNV,NAT,
Spain,2011,P_HTHAB,PER_PRSC,NAT,
Spain,2011,P_HTHAB,PER_SUSP,NAT,530.76
Spain,2012,NR,PER_CNV,NAT,
Spain,2012,NR,PER_PRSC,NAT,
Spain,2012,NR,PER_SUSP,NAT,245610.0
Spain,2012,P_HTHAB,PER_CNV,NAT,
Spain,2012,P_HTHAB,PER_PRSC,NAT,
Spain,2012,P_HTHAB,PER_SUSP,NAT,524.6
Spain,2013,NR,PER_CNV,NAT,
Spain,2013,NR,PER_PRSC,NAT,
Spain,2013,NR,PER_SUSP,NAT,251988.0
Spain,2013,P_HTHAB,PER_CNV,NAT,
Spain,2013,P_HTHAB,PER_PRSC,NAT,
Spain,2013,P_HTHAB,PER_SUSP,NAT,539.27
Spain,2014,NR,PER_CNV,NAT,178519.0
Spain,2014,NR,PER_PRSC,NAT,
Spain,2014,NR,PER_SUSP,NAT,246143.0
Spain,2014,P_HTHAB,PER_CNV,NAT,383.81
Spain,2014,P_HTHAB,PER_PRSC,NAT,
Spain,2014,P_HTHAB,PER_SUSP,NAT,529.2
Spain,2015,NR,PER_CNV,NAT,181946.0
Spain,2015,NR,PER_PRSC,NAT,
Spain,2015,NR,PER_SUSP,NAT,273278.0
Spain,2015,P_HTHAB,PER_CNV,NAT,391.71
Spain,2015,P_HTHAB,PER_PRSC,NAT,
Spain,2015,P_HTHAB,PER_SUSP,NAT,588.33
Spain,2016,NR,PER_CNV,NAT,218904.0
Spain,2016,NR,PER_PRSC,NAT,
Spain,2016,NR,PER_SUSP,NAT,262184.0
Spain,2016,P_HTHAB,PER_CNV,NAT,471.37
Spain,2016,P_HTHAB,PER_PRSC,NAT,
Spain,2016,P_HTHAB,PER_SUSP,NAT,564.56
Spain,2017,NR,PER_CNV,NAT,231555.0
Spain,2017,NR,PER_PRSC,NAT,
Spain,2017,NR,PER_SUSP,NAT,267950.0
